company,year,metric,value,unit,source,source_detail,extraction_method,reliability,comparability,certainty,is_default,quality_flag,notes
Jiugang Group Yuzhong Iron & Steel Co Ltd,2024,production_mt,3.214,Mt,climate_trace,"1 facilities, 1 entities",satellite_model,0.6,0.8,0.72,True,,Facility types: BF/BOF
Jiugang Group Yuzhong Iron & Steel Co Ltd,2024,emissions_mt_co2,5.345,Mt CO2e,climate_trace,"1 facilities, intensity=1.66",satellite_model,0.6,0.8,0.72,True,,Facility types: BF/BOF
Jiugang Group Yuzhong Iron & Steel Co Ltd,2025,production_mt,2.462,Mt,climate_trace,"1 facilities, 1 entities",satellite_model,0.6,0.8,0.72,True,,Facility types: BF/BOF
Jiugang Group Yuzhong Iron & Steel Co Ltd,2025,emissions_mt_co2,4.678,Mt CO2e,climate_trace,"1 facilities, intensity=1.90",satellite_model,0.6,0.8,0.72,True,,Facility types: BF/BOF
KG Steel Co Ltd,2021,production_mt,3.289,Mt,climate_trace,"2 facilities, 1 entities",satellite_model,0.55,0.8,0.7,True,,Facility types: EAF
KG Steel Co Ltd,2021,emissions_mt_co2,1.625,Mt CO2e,climate_trace,"2 facilities, intensity=0.49",satellite_model,0.55,0.8,0.7,True,,Facility types: EAF
KG Steel Co Ltd,2022,production_mt,3.043,Mt,climate_trace,"2 facilities, 1 entities",satellite_model,0.55,0.8,0.7,True,,Facility types: EAF
KG Steel Co Ltd,2022,emissions_mt_co2,1.504,Mt CO2e,climate_trace,"2 facilities, intensity=0.49",satellite_model,0.55,0.8,0.7,True,,Facility types: EAF
KG Steel Co Ltd,2023,production_mt,3.12,Mt,climate_trace,"2 facilities, 1 entities",satellite_model,0.6,0.8,0.72,True,,Facility types: EAF
KG Steel Co Ltd,2023,emissions_mt_co2,1.542,Mt CO2e,climate_trace,"2 facilities, intensity=0.49",satellite_model,0.6,0.8,0.72,True,,Facility types: EAF
KG Steel Co Ltd,2024,production_mt,3.117,Mt,climate_trace,"2 facilities, 1 entities",satellite_model,0.6,0.8,0.72,True,,Facility types: EAF
KG Steel Co Ltd,2024,emissions_mt_co2,1.539,Mt CO2e,climate_trace,"2 facilities, intensity=0.49",satellite_model,0.6,0.8,0.72,True,,Facility types: EAF
KG Steel Co Ltd,2025,production_mt,2.466,Mt,climate_trace,"2 facilities, 1 entities",satellite_model,0.6,0.8,0.72,True,,Facility types: EAF
KG Steel Co Ltd,2025,emissions_mt_co2,1.24,Mt CO2e,climate_trace,"2 facilities, intensity=0.50",satellite_model,0.6,0.8,0.72,True,,Facility types: EAF
KISCO Corp,2021,production_mt,2.467,Mt,climate_trace,"1 facilities, 1 entities",satellite_model,0.55,0.8,0.7,True,,Facility types: EAF
KISCO Corp,2021,emissions_mt_co2,0.197,Mt CO2e,climate_trace,"1 facilities, intensity=0.08",satellite_model,0.55,0.8,0.7,True,,Facility types: EAF
KISCO Corp,2022,production_mt,2.283,Mt,climate_trace,"1 facilities, 1 entities",satellite_model,0.55,0.8,0.7,True,,Facility types: EAF
KISCO Corp,2022,emissions_mt_co2,0.183,Mt CO2e,climate_trace,"1 facilities, intensity=0.08",satellite_model,0.55,0.8,0.7,True,,Facility types: EAF
KISCO Corp,2023,production_mt,2.34,Mt,climate_trace,"1 facilities, 1 entities",satellite_model,0.6,0.8,0.72,True,,Facility types: EAF
KISCO Corp,2023,emissions_mt_co2,0.187,Mt CO2e,climate_trace,"1 facilities, intensity=0.08",satellite_model,0.6,0.8,0.72,True,,Facility types: EAF
KISCO Corp,2024,production_mt,2.355,Mt,climate_trace,"1 facilities, 1 entities",satellite_model,0.6,0.8,0.72,True,,Facility types: EAF
KISCO Corp,2024,emissions_mt_co2,0.188,Mt CO2e,climate_trace,"1 facilities, intensity=0.08",satellite_model,0.6,0.8,0.72,True,,Facility types: EAF
KISCO Corp,2025,production_mt,1.633,Mt,climate_trace,"1 facilities, 1 entities",satellite_model,0.6,0.8,0.72,True,,Facility types: EAF
KISCO Corp,2025,emissions_mt_co2,0.131,Mt CO2e,climate_trace,"1 facilities, intensity=0.08",satellite_model,0.6,0.8,0.72,True,,Facility types: EAF
KMK Tempo JSC,2021,production_mt,0.458,Mt,climate_trace,"1 facilities, 1 entities",satellite_model,0.55,0.8,0.7,True,,Facility types: EAF
KMK Tempo JSC,2021,emissions_mt_co2,0.037,Mt CO2e,climate_trace,"1 facilities, intensity=0.08",satellite_model,0.55,0.8,0.7,True,,Facility types: EAF
KMK Tempo JSC,2022,production_mt,0.383,Mt,climate_trace,"1 facilities, 1 entities",satellite_model,0.55,0.8,0.7,True,,Facility types: EAF
KMK Tempo JSC,2022,emissions_mt_co2,0.031,Mt CO2e,climate_trace,"1 facilities, intensity=0.08",satellite_model,0.55,0.8,0.7,True,,Facility types: EAF
KMK Tempo JSC,2023,production_mt,0.395,Mt,climate_trace,"1 facilities, 1 entities",satellite_model,0.6,0.8,0.72,True,,Facility types: EAF
KMK Tempo JSC,2023,emissions_mt_co2,0.032,Mt CO2e,climate_trace,"1 facilities, intensity=0.08",satellite_model,0.6,0.8,0.72,True,,Facility types: EAF
KMK Tempo JSC,2024,production_mt,0.364,Mt,climate_trace,"1 facilities, 1 entities",satellite_model,0.6,0.8,0.72,True,,Facility types: EAF
KMK Tempo JSC,2024,emissions_mt_co2,0.029,Mt CO2e,climate_trace,"1 facilities, intensity=0.08",satellite_model,0.6,0.8,0.72,True,,Facility types: EAF
KMK Tempo JSC,2025,production_mt,0.259,Mt,climate_trace,"1 facilities, 1 entities",satellite_model,0.6,0.8,0.72,True,,Facility types: EAF
KMK Tempo JSC,2025,emissions_mt_co2,0.021,Mt CO2e,climate_trace,"1 facilities, intensity=0.08",satellite_model,0.6,0.8,0.72,True,,Facility types: EAF
KSP Steel LLC,2021,production_mt,0.055,Mt,climate_trace,"1 facilities, 1 entities",satellite_model,0.55,0.8,0.7,True,,Facility types: EAF
KSP Steel LLC,2021,emissions_mt_co2,0.015,Mt CO2e,climate_trace,"1 facilities, intensity=0.27",satellite_model,0.55,0.8,0.7,True,,Facility types: EAF
KSP Steel LLC,2022,production_mt,0.149,Mt,climate_trace,"1 facilities, 1 entities",satellite_model,0.55,0.8,0.7,True,,Facility types: EAF
KSP Steel LLC,2022,emissions_mt_co2,0.04,Mt CO2e,climate_trace,"1 facilities, intensity=0.27",satellite_model,0.55,0.8,0.7,True,,Facility types: EAF
KSP Steel LLC,2023,production_mt,0.055,Mt,climate_trace,"1 facilities, 1 entities",satellite_model,0.6,0.8,0.72,True,,Facility types: EAF
KSP Steel LLC,2023,emissions_mt_co2,0.015,Mt CO2e,climate_trace,"1 facilities, intensity=0.27",satellite_model,0.6,0.8,0.72,True,,Facility types: EAF
KSP Steel LLC,2024,production_mt,0.055,Mt,climate_trace,"1 facilities, 1 entities",satellite_model,0.6,0.8,0.72,True,,Facility types: EAF
KSP Steel LLC,2024,emissions_mt_co2,0.015,Mt CO2e,climate_trace,"1 facilities, intensity=0.27",satellite_model,0.6,0.8,0.72,True,,Facility types: EAF
KSP Steel LLC,2025,production_mt,0.046,Mt,climate_trace,"1 facilities, 1 entities",satellite_model,0.6,0.8,0.72,True,,Facility types: EAF
KSP Steel LLC,2025,emissions_mt_co2,0.013,Mt CO2e,climate_trace,"1 facilities, intensity=0.27",satellite_model,0.6,0.8,0.72,True,,Facility types: EAF
KSRM Steel Plant Ltd,2021,production_mt,0.488,Mt,climate_trace,"1 facilities, 1 entities",satellite_model,0.55,0.8,0.7,True,,Facility types: EAF
KSRM Steel Plant Ltd,2021,emissions_mt_co2,0.039,Mt CO2e,climate_trace,"1 facilities, intensity=0.08",satellite_model,0.55,0.8,0.7,True,,Facility types: EAF
KSRM Steel Plant Ltd,2022,production_mt,0.484,Mt,climate_trace,"1 facilities, 1 entities",satellite_model,0.55,0.8,0.7,True,,Facility types: EAF
KSRM Steel Plant Ltd,2022,emissions_mt_co2,0.039,Mt CO2e,climate_trace,"1 facilities, intensity=0.08",satellite_model,0.55,0.8,0.7,True,,Facility types: EAF
KSRM Steel Plant Ltd,2023,production_mt,0.487,Mt,climate_trace,"1 facilities, 1 entities",satellite_model,0.6,0.8,0.72,True,,Facility types: EAF
KSRM Steel Plant Ltd,2023,emissions_mt_co2,0.039,Mt CO2e,climate_trace,"1 facilities, intensity=0.08",satellite_model,0.6,0.8,0.72,True,,Facility types: EAF
KSRM Steel Plant Ltd,2024,production_mt,0.48,Mt,climate_trace,"1 facilities, 1 entities",satellite_model,0.6,0.8,0.72,True,,Facility types: EAF
KSRM Steel Plant Ltd,2024,emissions_mt_co2,0.038,Mt CO2e,climate_trace,"1 facilities, intensity=0.08",satellite_model,0.6,0.8,0.72,True,,Facility types: EAF
KSRM Steel Plant Ltd,2025,production_mt,0.391,Mt,climate_trace,"1 facilities, 1 entities",satellite_model,0.6,0.8,0.72,True,,Facility types: EAF
KSRM Steel Plant Ltd,2025,emissions_mt_co2,0.031,Mt CO2e,climate_trace,"1 facilities, intensity=0.08",satellite_model,0.6,0.8,0.72,True,,Facility types: EAF
Kamet-Steel PrJSC,2021,production_mt,2.25,Mt,climate_trace,"1 facilities, 1 entities",satellite_model,0.55,0.8,0.7,True,,Facility types: BF/BOF
Kamet-Steel PrJSC,2021,emissions_mt_co2,4.275,Mt CO2e,climate_trace,"1 facilities, intensity=1.90",satellite_model,0.55,0.8,0.7,True,,Facility types: BF/BOF
Kamet-Steel PrJSC,2022,production_mt,0.792,Mt,climate_trace,"1 facilities, 1 entities",satellite_model,0.55,0.8,0.7,True,,Facility types: BF/BOF
Kamet-Steel PrJSC,2022,emissions_mt_co2,1.505,Mt CO2e,climate_trace,"1 facilities, intensity=1.90",satellite_model,0.55,0.8,0.7,True,,Facility types: BF/BOF
Kamet-Steel PrJSC,2023,production_mt,0.967,Mt,climate_trace,"1 facilities, 1 entities",satellite_model,0.6,0.8,0.72,True,,Facility types: BF/BOF
Kamet-Steel PrJSC,2023,emissions_mt_co2,1.837,Mt CO2e,climate_trace,"1 facilities, intensity=1.90",satellite_model,0.6,0.8,0.72,True,,Facility types: BF/BOF
Kamet-Steel PrJSC,2024,production_mt,1.02,Mt,climate_trace,"1 facilities, 1 entities",satellite_model,0.6,0.8,0.72,True,,Facility types: BF/BOF
Kamet-Steel PrJSC,2024,emissions_mt_co2,1.938,Mt CO2e,climate_trace,"1 facilities, intensity=1.90",satellite_model,0.6,0.8,0.72,True,,Facility types: BF/BOF
Kamet-Steel PrJSC,2025,production_mt,0.83,Mt,climate_trace,"1 facilities, 1 entities",satellite_model,0.6,0.8,0.72,True,,Facility types: BF/BOF
Kamet-Steel PrJSC,2025,emissions_mt_co2,1.576,Mt CO2e,climate_trace,"1 facilities, intensity=1.90",satellite_model,0.6,0.8,0.72,True,,Facility types: BF/BOF
Kaptan Demir Celik Endustrisi Ve Ticaret AŞ,2021,production_mt,1.117,Mt,climate_trace,"1 facilities, 1 entities",satellite_model,0.55,0.8,0.7,True,,Facility types: EAF
Kaptan Demir Celik Endustrisi Ve Ticaret AŞ,2021,emissions_mt_co2,0.11,Mt CO2e,climate_trace,"1 facilities, intensity=0.10",satellite_model,0.55,0.8,0.7,True,,Facility types: EAF
Kaptan Demir Celik Endustrisi Ve Ticaret AŞ,2022,production_mt,0.934,Mt,climate_trace,"1 facilities, 1 entities",satellite_model,0.55,0.8,0.7,True,,Facility types: EAF
Kaptan Demir Celik Endustrisi Ve Ticaret AŞ,2022,emissions_mt_co2,0.092,Mt CO2e,climate_trace,"1 facilities, intensity=0.10",satellite_model,0.55,0.8,0.7,True,,Facility types: EAF
Kaptan Demir Celik Endustrisi Ve Ticaret AŞ,2023,production_mt,0.831,Mt,climate_trace,"1 facilities, 1 entities",satellite_model,0.6,0.8,0.72,True,,Facility types: EAF
Kaptan Demir Celik Endustrisi Ve Ticaret AŞ,2023,emissions_mt_co2,0.082,Mt CO2e,climate_trace,"1 facilities, intensity=0.10",satellite_model,0.6,0.8,0.72,True,,Facility types: EAF
Kaptan Demir Celik Endustrisi Ve Ticaret AŞ,2024,production_mt,0.892,Mt,climate_trace,"1 facilities, 1 entities",satellite_model,0.6,0.8,0.72,True,,Facility types: EAF
Kaptan Demir Celik Endustrisi Ve Ticaret AŞ,2024,emissions_mt_co2,0.088,Mt CO2e,climate_trace,"1 facilities, intensity=0.10",satellite_model,0.6,0.8,0.72,True,,Facility types: EAF
Kaptan Demir Celik Endustrisi Ve Ticaret AŞ,2025,production_mt,0.763,Mt,climate_trace,"1 facilities, 1 entities",satellite_model,0.6,0.8,0.72,True,,Facility types: EAF
Kaptan Demir Celik Endustrisi Ve Ticaret AŞ,2025,emissions_mt_co2,0.075,Mt CO2e,climate_trace,"1 facilities, intensity=0.10",satellite_model,0.6,0.8,0.72,True,,Facility types: EAF
Kardemir Karabuk Demir Çelik Sanayi Ve Ticaret AŞ,2021,production_mt,3.356,Mt,climate_trace,"2 facilities, 1 entities",satellite_model,0.55,0.8,0.7,True,,"Facility types: BF/BOF, EAF"
Kardemir Karabuk Demir Çelik Sanayi Ve Ticaret AŞ,2021,emissions_mt_co2,5.166,Mt CO2e,climate_trace,"2 facilities, intensity=1.54",satellite_model,0.55,0.8,0.7,True,,"Facility types: BF/BOF, EAF"
Kardemir Karabuk Demir Çelik Sanayi Ve Ticaret AŞ,2022,production_mt,2.751,Mt,climate_trace,"2 facilities, 1 entities",satellite_model,0.55,0.8,0.7,True,,"Facility types: BF/BOF, EAF"
Kardemir Karabuk Demir Çelik Sanayi Ve Ticaret AŞ,2022,emissions_mt_co2,4.031,Mt CO2e,climate_trace,"2 facilities, intensity=1.47",satellite_model,0.55,0.8,0.7,True,,"Facility types: BF/BOF, EAF"
Kardemir Karabuk Demir Çelik Sanayi Ve Ticaret AŞ,2023,production_mt,3.624,Mt,climate_trace,"2 facilities, 1 entities",satellite_model,0.6,0.8,0.72,True,,"Facility types: BF/BOF, EAF"
Kardemir Karabuk Demir Çelik Sanayi Ve Ticaret AŞ,2023,emissions_mt_co2,5.675,Mt CO2e,climate_trace,"2 facilities, intensity=1.57",satellite_model,0.6,0.8,0.72,True,,"Facility types: BF/BOF, EAF"
Kardemir Karabuk Demir Çelik Sanayi Ve Ticaret AŞ,2024,production_mt,3.131,Mt,climate_trace,"2 facilities, 1 entities",satellite_model,0.6,0.8,0.72,True,,"Facility types: BF/BOF, EAF"
Kardemir Karabuk Demir Çelik Sanayi Ve Ticaret AŞ,2024,emissions_mt_co2,4.652,Mt CO2e,climate_trace,"2 facilities, intensity=1.49",satellite_model,0.6,0.8,0.72,True,,"Facility types: BF/BOF, EAF"
Kardemir Karabuk Demir Çelik Sanayi Ve Ticaret AŞ,2025,production_mt,3.005,Mt,climate_trace,"2 facilities, 1 entities",satellite_model,0.6,0.8,0.72,True,,"Facility types: BF/BOF, EAF"
Kardemir Karabuk Demir Çelik Sanayi Ve Ticaret AŞ,2025,emissions_mt_co2,4.599,Mt CO2e,climate_trace,"2 facilities, intensity=1.53",satellite_model,0.6,0.8,0.72,True,,"Facility types: BF/BOF, EAF"
Khorasan Steel Complex Co,2021,production_mt,0.962,Mt,climate_trace,"1 facilities, 1 entities",satellite_model,0.55,0.8,0.7,True,,Facility types: DRI-EAF
Khorasan Steel Complex Co,2021,emissions_mt_co2,0.962,Mt CO2e,climate_trace,"1 facilities, intensity=1.00",satellite_model,0.55,0.8,0.7,True,,Facility types: DRI-EAF
Khorasan Steel Complex Co,2022,production_mt,1.04,Mt,climate_trace,"1 facilities, 1 entities",satellite_model,0.55,0.8,0.7,True,,Facility types: DRI-EAF
Khorasan Steel Complex Co,2022,emissions_mt_co2,1.04,Mt CO2e,climate_trace,"1 facilities, intensity=1.00",satellite_model,0.55,0.8,0.7,True,,Facility types: DRI-EAF
Khorasan Steel Complex Co,2023,production_mt,0.99,Mt,climate_trace,"1 facilities, 1 entities",satellite_model,0.6,0.8,0.72,True,,Facility types: DRI-EAF
Khorasan Steel Complex Co,2023,emissions_mt_co2,0.99,Mt CO2e,climate_trace,"1 facilities, intensity=1.00",satellite_model,0.6,0.8,0.72,True,,Facility types: DRI-EAF
Khorasan Steel Complex Co,2024,production_mt,1.008,Mt,climate_trace,"1 facilities, 1 entities",satellite_model,0.6,0.8,0.72,True,,Facility types: DRI-EAF
Khorasan Steel Complex Co,2024,emissions_mt_co2,1.008,Mt CO2e,climate_trace,"1 facilities, intensity=1.00",satellite_model,0.6,0.8,0.72,True,,Facility types: DRI-EAF
Khorasan Steel Complex Co,2025,production_mt,0.779,Mt,climate_trace,"1 facilities, 1 entities",satellite_model,0.6,0.8,0.72,True,,Facility types: DRI-EAF
Khorasan Steel Complex Co,2025,emissions_mt_co2,0.779,Mt CO2e,climate_trace,"1 facilities, intensity=1.00",satellite_model,0.6,0.8,0.72,True,,Facility types: DRI-EAF
Khouzestan Steel Co,2021,production_mt,2.473,Mt,climate_trace,"1 facilities, 1 entities",satellite_model,0.55,0.8,0.7,True,,Facility types: DRI-EAF
Khouzestan Steel Co,2021,emissions_mt_co2,2.246,Mt CO2e,climate_trace,"1 facilities, intensity=0.91",satellite_model,0.55,0.8,0.7,True,,Facility types: DRI-EAF
Khouzestan Steel Co,2022,production_mt,2.674,Mt,climate_trace,"1 facilities, 1 entities",satellite_model,0.55,0.8,0.7,True,,Facility types: DRI-EAF
Khouzestan Steel Co,2022,emissions_mt_co2,2.428,Mt CO2e,climate_trace,"1 facilities, intensity=0.91",satellite_model,0.55,0.8,0.7,True,,Facility types: DRI-EAF
Khouzestan Steel Co,2023,production_mt,2.545,Mt,climate_trace,"1 facilities, 1 entities",satellite_model,0.6,0.8,0.72,True,,Facility types: DRI-EAF
Khouzestan Steel Co,2023,emissions_mt_co2,2.311,Mt CO2e,climate_trace,"1 facilities, intensity=0.91",satellite_model,0.6,0.8,0.72,True,,Facility types: DRI-EAF
Khouzestan Steel Co,2024,production_mt,2.592,Mt,climate_trace,"1 facilities, 1 entities",satellite_model,0.6,0.8,0.72,True,,Facility types: DRI-EAF
Khouzestan Steel Co,2024,emissions_mt_co2,2.354,Mt CO2e,climate_trace,"1 facilities, intensity=0.91",satellite_model,0.6,0.8,0.72,True,,Facility types: DRI-EAF
Khouzestan Steel Co,2025,production_mt,2.004,Mt,climate_trace,"1 facilities, 1 entities",satellite_model,0.6,0.8,0.72,True,,Facility types: DRI-EAF
Khouzestan Steel Co,2025,emissions_mt_co2,1.82,Mt CO2e,climate_trace,"1 facilities, intensity=0.91",satellite_model,0.6,0.8,0.72,True,,Facility types: DRI-EAF
Kish South Kaveh Steel Co,2021,production_mt,1.649,Mt,climate_trace,"1 facilities, 1 entities",satellite_model,0.55,0.8,0.7,True,,Facility types: DRI-EAF
Kish South Kaveh Steel Co,2021,emissions_mt_co2,1.649,Mt CO2e,climate_trace,"1 facilities, intensity=1.00",satellite_model,0.55,0.8,0.7,True,,Facility types: DRI-EAF
Kish South Kaveh Steel Co,2022,production_mt,1.783,Mt,climate_trace,"1 facilities, 1 entities",satellite_model,0.55,0.8,0.7,True,,Facility types: DRI-EAF
Kish South Kaveh Steel Co,2022,emissions_mt_co2,1.783,Mt CO2e,climate_trace,"1 facilities, intensity=1.00",satellite_model,0.55,0.8,0.7,True,,Facility types: DRI-EAF
Kish South Kaveh Steel Co,2023,production_mt,1.696,Mt,climate_trace,"1 facilities, 1 entities",satellite_model,0.6,0.8,0.72,True,,Facility types: DRI-EAF
Kish South Kaveh Steel Co,2023,emissions_mt_co2,1.696,Mt CO2e,climate_trace,"1 facilities, intensity=1.00",satellite_model,0.6,0.8,0.72,True,,Facility types: DRI-EAF
Kish South Kaveh Steel Co,2024,production_mt,1.728,Mt,climate_trace,"1 facilities, 1 entities",satellite_model,0.6,0.8,0.72,True,,Facility types: DRI-EAF
Kish South Kaveh Steel Co,2024,emissions_mt_co2,1.728,Mt CO2e,climate_trace,"1 facilities, intensity=1.00",satellite_model,0.6,0.8,0.72,True,,Facility types: DRI-EAF
Kish South Kaveh Steel Co,2025,production_mt,1.336,Mt,climate_trace,"1 facilities, 1 entities",satellite_model,0.6,0.8,0.72,True,,Facility types: DRI-EAF
Kish South Kaveh Steel Co,2025,emissions_mt_co2,1.336,Mt CO2e,climate_trace,"1 facilities, intensity=1.00",satellite_model,0.6,0.8,0.72,True,,Facility types: DRI-EAF
Kishiwada Steel Co Ltd,2021,production_mt,0.435,Mt,climate_trace,"1 facilities, 1 entities",satellite_model,0.55,0.8,0.7,True,,Facility types: EAF
Kishiwada Steel Co Ltd,2021,emissions_mt_co2,0.035,Mt CO2e,climate_trace,"1 facilities, intensity=0.08",satellite_model,0.55,0.8,0.7,True,,Facility types: EAF
Kishiwada Steel Co Ltd,2022,production_mt,0.375,Mt,climate_trace,"1 facilities, 1 entities",satellite_model,0.55,0.8,0.7,True,,Facility types: EAF
Kishiwada Steel Co Ltd,2022,emissions_mt_co2,0.03,Mt CO2e,climate_trace,"1 facilities, intensity=0.08",satellite_model,0.55,0.8,0.7,True,,Facility types: EAF
Kishiwada Steel Co Ltd,2023,production_mt,0.398,Mt,climate_trace,"1 facilities, 1 entities",satellite_model,0.6,0.8,0.72,True,,Facility types: EAF
Kishiwada Steel Co Ltd,2023,emissions_mt_co2,0.032,Mt CO2e,climate_trace,"1 facilities, intensity=0.08",satellite_model,0.6,0.8,0.72,True,,Facility types: EAF
Kishiwada Steel Co Ltd,2024,production_mt,0.387,Mt,climate_trace,"1 facilities, 1 entities",satellite_model,0.6,0.8,0.72,True,,Facility types: EAF
Kishiwada Steel Co Ltd,2024,emissions_mt_co2,0.031,Mt CO2e,climate_trace,"1 facilities, intensity=0.08",satellite_model,0.6,0.8,0.72,True,,Facility types: EAF
Kishiwada Steel Co Ltd,2025,production_mt,0.247,Mt,climate_trace,"1 facilities, 1 entities",satellite_model,0.6,0.8,0.72,True,,Facility types: EAF
Kishiwada Steel Co Ltd,2025,emissions_mt_co2,0.02,Mt CO2e,climate_trace,"1 facilities, intensity=0.08",satellite_model,0.6,0.8,0.72,True,,Facility types: EAF
Kobe Steel,2021,production_mt,4.005,Mt,climate_trace,"1 facilities, 1 entities",satellite_model,0.55,0.8,0.75,False,,Facility types: BF/BOF
Kobe Steel,2021,emissions_mt_co2,7.61,Mt CO2e,climate_trace,"1 facilities, intensity=1.90",satellite_model,0.55,0.8,0.7,False,,Facility types: BF/BOF
Kobe Steel,2022,production_mt,3.22,Mt,climate_trace,"1 facilities, 1 entities",satellite_model,0.55,0.8,0.7,False,,Facility types: BF/BOF
Kobe Steel,2022,emissions_mt_co2,6.118,Mt CO2e,climate_trace,"1 facilities, intensity=1.90",satellite_model,0.55,0.8,0.7,False,,Facility types: BF/BOF
Kobe Steel,2023,production_mt,2.705,Mt,climate_trace,"1 facilities, 1 entities",satellite_model,0.6,0.8,0.72,False,,Facility types: BF/BOF
Kobe Steel,2023,emissions_mt_co2,5.139,Mt CO2e,climate_trace,"1 facilities, intensity=1.90",satellite_model,0.6,0.8,0.72,False,,Facility types: BF/BOF
Kobe Steel,2024,production_mt,3.678,Mt,climate_trace,"1 facilities, 1 entities",satellite_model,0.6,0.8,0.77,False,,Facility types: BF/BOF
Kobe Steel,2024,emissions_mt_co2,6.988,Mt CO2e,climate_trace,"1 facilities, intensity=1.90",satellite_model,0.6,0.8,0.72,False,,Facility types: BF/BOF
Kobe Steel,2025,production_mt,3.183,Mt,climate_trace,"1 facilities, 1 entities",satellite_model,0.6,0.8,0.72,True,,Facility types: BF/BOF
Kobe Steel,2025,emissions_mt_co2,6.047,Mt CO2e,climate_trace,"1 facilities, intensity=1.90",satellite_model,0.6,0.8,0.72,True,,Facility types: BF/BOF
Koc Metalurji AŞ,2021,production_mt,0.878,Mt,climate_trace,"1 facilities, 1 entities",satellite_model,0.55,0.8,0.7,True,,Facility types: EAF
Koc Metalurji AŞ,2021,emissions_mt_co2,0.237,Mt CO2e,climate_trace,"1 facilities, intensity=0.27",satellite_model,0.55,0.8,0.7,True,,Facility types: EAF
Koc Metalurji AŞ,2022,production_mt,0.734,Mt,climate_trace,"1 facilities, 1 entities",satellite_model,0.55,0.8,0.7,True,,Facility types: EAF
Koc Metalurji AŞ,2022,emissions_mt_co2,0.198,Mt CO2e,climate_trace,"1 facilities, intensity=0.27",satellite_model,0.55,0.8,0.7,True,,Facility types: EAF
Koc Metalurji AŞ,2023,production_mt,0.653,Mt,climate_trace,"1 facilities, 1 entities",satellite_model,0.6,0.8,0.72,True,,Facility types: EAF
Koc Metalurji AŞ,2023,emissions_mt_co2,0.176,Mt CO2e,climate_trace,"1 facilities, intensity=0.27",satellite_model,0.6,0.8,0.72,True,,Facility types: EAF
Koc Metalurji AŞ,2024,production_mt,0.701,Mt,climate_trace,"1 facilities, 1 entities",satellite_model,0.6,0.8,0.72,True,,Facility types: EAF
Koc Metalurji AŞ,2024,emissions_mt_co2,0.189,Mt CO2e,climate_trace,"1 facilities, intensity=0.27",satellite_model,0.6,0.8,0.72,True,,Facility types: EAF
Koc Metalurji AŞ,2025,production_mt,0.6,Mt,climate_trace,"1 facilities, 1 entities",satellite_model,0.6,0.8,0.72,True,,Facility types: EAF
Koc Metalurji AŞ,2025,emissions_mt_co2,0.162,Mt CO2e,climate_trace,"1 facilities, intensity=0.27",satellite_model,0.6,0.8,0.72,True,,Facility types: EAF
Krasnyi Oktyabr' Corporation JSC,2021,production_mt,0.455,Mt,climate_trace,"1 facilities, 1 entities",satellite_model,0.55,0.8,0.7,True,,Facility types: EAF
Krasnyi Oktyabr' Corporation JSC,2021,emissions_mt_co2,0.036,Mt CO2e,climate_trace,"1 facilities, intensity=0.08",satellite_model,0.55,0.8,0.7,True,,Facility types: EAF
Krasnyi Oktyabr' Corporation JSC,2022,production_mt,0.381,Mt,climate_trace,"1 facilities, 1 entities",satellite_model,0.55,0.8,0.7,True,,Facility types: EAF
Krasnyi Oktyabr' Corporation JSC,2022,emissions_mt_co2,0.03,Mt CO2e,climate_trace,"1 facilities, intensity=0.08",satellite_model,0.55,0.8,0.7,True,,Facility types: EAF
Krasnyi Oktyabr' Corporation JSC,2023,production_mt,0.393,Mt,climate_trace,"1 facilities, 1 entities",satellite_model,0.6,0.8,0.72,True,,Facility types: EAF
Krasnyi Oktyabr' Corporation JSC,2023,emissions_mt_co2,0.031,Mt CO2e,climate_trace,"1 facilities, intensity=0.08",satellite_model,0.6,0.8,0.72,True,,Facility types: EAF
Krasnyi Oktyabr' Corporation JSC,2024,production_mt,0.362,Mt,climate_trace,"1 facilities, 1 entities",satellite_model,0.6,0.8,0.72,True,,Facility types: EAF
Krasnyi Oktyabr' Corporation JSC,2024,emissions_mt_co2,0.029,Mt CO2e,climate_trace,"1 facilities, intensity=0.08",satellite_model,0.6,0.8,0.72,True,,Facility types: EAF
Krasnyi Oktyabr' Corporation JSC,2025,production_mt,0.257,Mt,climate_trace,"1 facilities, 1 entities",satellite_model,0.6,0.8,0.72,True,,Facility types: EAF
Krasnyi Oktyabr' Corporation JSC,2025,emissions_mt_co2,0.021,Mt CO2e,climate_trace,"1 facilities, intensity=0.08",satellite_model,0.6,0.8,0.72,True,,Facility types: EAF
Kroman Celik Sanayii AS,2021,production_mt,1.117,Mt,climate_trace,"1 facilities, 1 entities",satellite_model,0.55,0.8,0.7,True,,Facility types: EAF
Kroman Celik Sanayii AS,2021,emissions_mt_co2,0.161,Mt CO2e,climate_trace,"1 facilities, intensity=0.14",satellite_model,0.55,0.8,0.7,True,,Facility types: EAF
Kroman Celik Sanayii AS,2022,production_mt,0.934,Mt,climate_trace,"1 facilities, 1 entities",satellite_model,0.55,0.8,0.7,True,,Facility types: EAF
Kroman Celik Sanayii AS,2022,emissions_mt_co2,0.135,Mt CO2e,climate_trace,"1 facilities, intensity=0.14",satellite_model,0.55,0.8,0.7,True,,Facility types: EAF
